joint,sim_mean_speed,real_mean_speed,real_minus_sim_mean_speed,mean_speed_change_percent,sim_p90_speed,real_p90_speed,p90_speed_change_percent
shoulder_pan.pos,12.16793538103743,7.43945064922666,-4.728484731810771,-38.86020580927529,44.835205078125,26.37363910675049,-41.17649498693131
shoulder_lift.pos,21.69394542270934,18.217282343196754,-3.476663079512587,-16.02596029338765,71.20880126953125,47.472524642944336,-33.33334672598002
elbow_flex.pos,17.3093401962268,15.540437879471991,-1.768902316754808,-10.21935149868049,55.38461608439684,44.835205078125,-19.04754740954837
wrist_flex.pos,10.360504178623664,6.333046784309622,-4.027457394314042,-38.87317957579423,42.1977424621582,26.37359619140625,-37.49998304990515
wrist_roll.pos,3.880918844416463,2.382080757449211,-1.4988380869672517,-38.62070161873271,7.9122161865234375,2.6374053955078125,-66.66666666666667
gripper.pos,7.323663508505176,4.983080739378743,-2.3405827691264323,-31.959179533688953,15.878219604492188,9.36767578125,-41.002983869805256
