dataset,dataset_label,joint,joint_index,phase_percent,p10,p25,p50_median,p75,p90
sim,Simulation,elbow_flex.pos,2,4,96.51868209838867,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,5,96.13714191436767,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,6,95.81186553955078,96.52747344970703,96.61538696289062,96.70330047607422,96.79120635986328
sim,Simulation,elbow_flex.pos,2,7,94.93063571166992,96.46395593643189,96.61538696289062,96.70330047607422,96.79120635986328
sim,Simulation,elbow_flex.pos,2,8,92.87631045532227,96.29538177490235,96.61538696289062,96.70330047607422,96.79120635986328
sim,Simulation,elbow_flex.pos,2,9,92.29186901855469,95.81472309112549,96.52747344970703,96.70330047607422,96.79120635986328
sim,Simulation,elbow_flex.pos,2,10,86.59868240356445,95.11648445129394,96.52747344970703,96.67692642211915,96.7437371826172
sim,Simulation,elbow_flex.pos,2,11,84.37257081604004,94.5129658126831,96.52659431457519,96.61538696289062,96.71209106445312
sim,Simulation,elbow_flex.pos,2,12,84.25177673339844,93.07956024169923,96.43955993652344,96.61538696289062,96.70330047607422
sim,Simulation,elbow_flex.pos,2,13,81.07331772613524,92.29889984130858,96.17582702636719,96.61538696289062,96.70330047607422
sim,Simulation,elbow_flex.pos,2,14,76.57564630126953,91.25274585723876,95.82417297363281,96.61538696289062,96.70330047607422
sim,Simulation,elbow_flex.pos,2,15,62.83120576858521,89.10439348220825,94.4615364074707,96.61538696289062,96.70330047607422
sim,Simulation,elbow_flex.pos,2,16,51.29599920654297,81.47076919555664,93.67384613037109,96.61538696289062,96.70330047607422
sim,Simulation,elbow_flex.pos,2,17,43.492044071197505,71.49362545013426,92.48527496337891,96.47736274719239,96.62241973876954
sim,Simulation,elbow_flex.pos,2,18,33.31094508361816,62.03296773910521,90.45450653076172,95.79692489624023,96.61538696289062
sim,Simulation,elbow_flex.pos,2,19,26.73599955940249,55.45406505584717,85.93186550140382,94.48439483642576,96.55129801177978
sim,Simulation,elbow_flex.pos,2,20,16.926593284606934,49.76263751983643,80.9758201599121,92.83516349792481,96.17582702636719
sim,Simulation,elbow_flex.pos,2,21,8.78250563907623,46.234944105148315,68.40615417480467,88.55164947509765,94.12193502807618
sim,Simulation,elbow_flex.pos,2,22,4.015648362398148,38.96922985076904,62.178461761474615,81.42022102355958,94.91586505126953
sim,Simulation,elbow_flex.pos,2,23,-4.315340878963459,33.71230834960937,56.18109767913817,74.9443937110901,91.92966918945315
sim,Simulation,elbow_flex.pos,2,24,-9.553230724334716,27.94988979339599,52.131866455078125,69.42945114135743,90.27445657348633
sim,Simulation,elbow_flex.pos,2,25,-18.114285516738892,25.131867647171028,47.96703243255615,65.840660572052,89.51208877563477
sim,Simulation,elbow_flex.pos,2,26,-20.718945449829107,20.248790855407716,42.889667778015145,61.504615516662604,85.5293168334961
sim,Simulation,elbow_flex.pos,2,27,-26.302944831848148,12.268791360855104,38.858900737762454,59.03032632827759,80.36958435058598
sim,Simulation,elbow_flex.pos,2,28,-29.43824243164063,6.076483631134028,34.73054870605469,56.851867523193356,79.99894512939457
sim,Simulation,elbow_flex.pos,2,29,-29.635165214538574,2.181758290380239,31.83164863586424,56.04395580291748,79.79147268676759
sim,Simulation,elbow_flex.pos,2,30,-29.18681411743164,-0.2901098921895131,29.91208791732788,55.525273704528814,77.54549316406249
sim,Simulation,elbow_flex.pos,2,31,-29.577670627593992,-6.007033085823062,26.202197666168228,53.51318832397461,76.09213412475587
sim,Simulation,elbow_flex.pos,2,32,-29.36720928192138,-8.66021984100343,23.09626235961914,52.51692256927489,75.78830783081055
sim,Simulation,elbow_flex.pos,2,33,-31.43701194381714,-8.877142815589904,22.837362861633302,51.04395538330078,72.70154051208497
sim,Simulation,elbow_flex.pos,2,34,-35.9578018875122,-8.90109896659851,21.635164260864258,49.31033033370972,71.07376014709477
sim,Simulation,elbow_flex.pos,2,35,-36.41054777145386,-10.015384852886202,20.703296661376953,47.279121017456056,70.64087280273442
sim,Simulation,elbow_flex.pos,2,36,-36.741625198364254,-12.386813402175903,18.834286270141604,47.484835090637205,71.04668267822268
sim,Simulation,elbow_flex.pos,2,37,-39.793582317352296,-12.25648362159729,17.111648931503296,47.31428524017334,72.86821900939943
sim,Simulation,elbow_flex.pos,2,38,-42.20483506011963,-11.164835453033447,15.09274709701538,46.287473297119135,70.50338554382327
sim,Simulation,elbow_flex.pos,2,39,-50.24456865310668,-13.638461451530468,13.900659265518186,43.87076905250549,70.13626022338869
sim,Simulation,elbow_flex.pos,2,40,-54.139780273437495,-11.89011001586914,13.23076934814453,41.621978187561034,70.09582077026369
sim,Simulation,elbow_flex.pos,2,41,-56.42848346328735,-11.971208472251892,13.142857074737549,41.962856798172,70.29133842468269
sim,Simulation,elbow_flex.pos,2,42,-47.97678993988037,-12.850109524726863,13.852307958602903,41.658021202087404,72.467694732666
sim,Simulation,elbow_flex.pos,2,43,-50.44140542221068,-14.483515501022339,14.818461542129516,41.005055322647074,72.16123138427734
sim,Simulation,elbow_flex.pos,2,44,-53.24307733154296,-14.265494728088381,15.59384599685669,43.25714359283447,70.03921109008792
sim,Simulation,elbow_flex.pos,2,45,-55.92527481079101,-15.516483068466187,16.806593418121338,43.24505515098576,70.03076644897462
sim,Simulation,elbow_flex.pos,2,46,-57.1906817474365,-15.332747173309322,17.336263942718503,45.49230649948117,69.94743029785158
sim,Simulation,elbow_flex.pos,2,47,-57.76404415130615,-18.003076763153064,17.85011023521423,46.65362552642822,69.86373825073242
sim,Simulation,elbow_flex.pos,2,48,-57.81872657775879,-18.45010946273804,17.283516483306883,47.09890079498291,70.28676568603517
sim,Simulation,elbow_flex.pos,2,49,-57.80219955444336,-18.590769538879396,16.95296634674072,47.09890079498291,69.03103497314454
sim,Simulation,elbow_flex.pos,2,50,-57.810990524291995,-16.90109920501709,18.10988998413086,46.92307662963867,70.20658721923829
sim,Simulation,elbow_flex.pos,2,51,-57.810990524291995,-18.654065856933606,18.787692680358887,40.578021697998054,70.5097168273926
sim,Simulation,elbow_flex.pos,2,52,-57.82365034484863,-22.307692527770996,16.32000005722046,39.98065902709961,68.97582626342775
sim,Simulation,elbow_flex.pos,2,53,-57.496526836395255,-19.412307448386947,16.258461685180656,42.87472395896911,68.86611157226562
sim,Simulation,elbow_flex.pos,2,54,-57.83736000061035,-15.1920881986618,19.537582893371578,41.27736349105835,64.16457162475588
sim,Simulation,elbow_flex.pos,2,55,-57.82856826782226,-15.07252705097196,21.25714263916017,41.94175729751587,64.67868072509766
sim,Simulation,elbow_flex.pos,2,56,-59.66382843017578,-18.122197666168194,23.521758003234865,46.61274784088138,64.91393209838867
sim,Simulation,elbow_flex.pos,2,57,-57.33978102493287,-11.008352065086356,22.81714241981506,47.17340737342835,65.53099108123779
sim,Simulation,elbow_flex.pos,2,58,-56.458551376342754,-8.55208791255951,21.670329093933105,47.35692260742187,63.49046018981936
sim,Simulation,elbow_flex.pos,2,59,-53.2483528137207,-7.438241910934449,21.714284896850586,48.19889963150024,69.99244054412843
sim,Simulation,elbow_flex.pos,2,60,-52.205713348388656,-8.839560747146605,19.112088012695313,48.971429443359376,72.28307662963869
sim,Simulation,elbow_flex.pos,2,61,-50.56659379196167,-9.462198009490995,19.966153774261464,50.010988187789934,72.2988983154297
sim,Simulation,elbow_flex.pos,2,62,-42.42004440307616,-13.479999742507976,19.948132057189895,49.19912242889408,71.79674395751952
sim,Simulation,elbow_flex.pos,2,63,-38.907336330413784,-15.565273985862742,21.142417039871212,49.99604496002197,72.12835165405275
sim,Simulation,elbow_flex.pos,2,64,-42.91622004699707,-8.864175949096694,19.892746887207032,51.13670375823976,67.7267676086426
sim,Simulation,elbow_flex.pos,2,65,-42.46153877258299,-11.125274753570572,16.659340953826895,49.03406686782837,70.32966812133789
sim,Simulation,elbow_flex.pos,2,66,-43.6008775177002,-10.269011001586914,15.976263370513916,47.19208686828608,72.81547125244145
sim,Simulation,elbow_flex.pos,2,67,-43.87199983215332,-9.799340832233412,17.604395627975467,49.693845958709716,76.79367089843751
sim,Simulation,elbow_flex.pos,2,68,-41.961143661499015,-9.608791017532349,20.668132438659672,50.0536275100708,74.50619943237304
sim,Simulation,elbow_flex.pos,2,69,-37.64158093643188,-10.043955383300787,18.981977996826206,50.354944458007814,75.22145031738282
sim,Simulation,elbow_flex.pos,2,70,-43.389889221191524,-11.151648521423347,20.870329666137724,51.476922225952144,76.31648139953613
sim,Simulation,elbow_flex.pos,2,71,-38.057143402099605,-13.42461577653881,21.406591415405273,57.1912073516846,78.88281548309327
sim,Simulation,elbow_flex.pos,2,72,-39.405362518310554,-12.219779968261719,24.00351619720459,60.75516258239746,79.3350348815918
sim,Simulation,elbow_flex.pos,2,73,-40.903912471771235,-11.385494699478143,24.594725818634032,61.238242607116696,79.13916461181641
sim,Simulation,elbow_flex.pos,2,74,-40.501977828979506,-10.403956007957458,27.718680877685532,63.17977901458745,80.60184741210942
sim,Simulation,elbow_flex.pos,2,75,-39.05934133529668,-4.521977886557579,36.747252464294434,66.40659427642822,82.40659503936772
sim,Simulation,elbow_flex.pos,2,76,-36.32843928527832,-0.6338462066650168,41.939341888427734,68.63560317993165,83.58575952148439
sim,Simulation,elbow_flex.pos,2,77,-34.032088584899896,5.546813287138942,43.51472602844238,69.39164855957037,86.22382187652589
sim,Simulation,elbow_flex.pos,2,78,-31.93775757598874,9.39428610801691,52.77802211761469,72.57142639160156,89.41485284423827
sim,Simulation,elbow_flex.pos,2,79,-26.962285404205332,10.450109581947384,60.9112114906311,77.66417701721191,90.4650577697754
sim,Simulation,elbow_flex.pos,2,80,-22.426373519897503,21.098900985717837,64.73846206665038,80.90549545288086,90.7674726867676
sim,Simulation,elbow_flex.pos,2,81,-17.286329658508294,27.9263729286194,68.35999973297118,85.48263561248778,94.98707573699951
sim,Simulation,elbow_flex.pos,2,82,-7.5544614448547325,32.99999925613404,72.29890029907227,88.49450603485107,96.0501099395752
sim,Simulation,elbow_flex.pos,2,83,5.350681316852532,45.41626399993895,76.58637596130373,91.71076736450196,96.61538696289062
sim,Simulation,elbow_flex.pos,2,84,15.163076400756841,57.18945083618161,78.96615463256839,94.72967315673826,96.61749688720703
sim,Simulation,elbow_flex.pos,2,85,29.065494203567624,63.995605278015134,83.16922988891599,96.54945182800293,96.79120635986328
sim,Simulation,elbow_flex.pos,2,86,42.658988258361724,65.64791103363038,88.75692329406738,96.61538696289062,96.82992553710938
sim,Simulation,elbow_flex.pos,2,87,52.792880447387674,74.66791112899783,91.7982389831543,96.6342883682251,96.82992553710938
sim,Simulation,elbow_flex.pos,2,88,63.53406854248051,84.69011215209962,95.15604476928712,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,89,73.89283437347416,89.10857101440432,96.39560317993164,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,90,81.95165000915527,93.54065761566162,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,91,87.15147119140626,96.12109840393069,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,92,90.52342742919922,96.42197723388672,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,93,93.93775914001463,96.52747344970703,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,94,94.84834899902344,96.60923301696778,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,95,96.24790908813476,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,96,96.34285507202148,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,97,96.43076858520507,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,98,96.43076858520507,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,99,96.43076858520507,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,elbow_flex.pos,2,100,96.43076858520507,96.61538696289062,96.61538696289062,96.70330047607422,96.82992553710938
sim,Simulation,wrist_flex.pos,3,0,52.27252769470215,65.14285469055176,74.15384674072266,76.21977996826172,77.28351821899415
sim,Simulation,wrist_flex.pos,3,1,52.27252769470215,65.14285469055176,74.15384674072266,76.21977996826172,77.28351821899415
sim,Simulation,wrist_flex.pos,3,2,52.27252769470215,65.14285469055176,74.15384674072266,76.21977996826172,77.28351821899415
sim,Simulation,wrist_flex.pos,3,3,52.27252769470215,65.14285469055176,74.15384674072266,76.15384483337402,77.28351821899415
sim,Simulation,wrist_flex.pos,3,4,52.27252769470215,64.43955993652344,73.01977920532227,76.13714225769043,77.24940777587891
sim,Simulation,wrist_flex.pos,3,5,50.285714340209964,63.21318683624268,71.47253036499023,75.93406677246094,77.03736038208008
sim,Simulation,wrist_flex.pos,3,6,47.64237240600586,61.69098691940307,68.86505554199218,75.5384635925293,76.99516326904296
sim,Simulation,wrist_flex.pos,3,7,45.79428716278076,55.8804390335083,65.73714431762696,74.65955778121949,76.74725341796875
sim,Simulation,wrist_flex.pos,3,8,43.44158357238769,51.37318733215332,64.32703063964843,73.95692153930665,76.27956011962891
sim,Simulation,wrist_flex.pos,3,9,40.2007036819458,48.72527599334717,60.60483478546143,72.318678855896,75.60966827392578
sim,Simulation,wrist_flex.pos,3,10,36.75868190765382,45.085713386535645,56.00879020690918,66.55165119171143,74.28483604431153
sim,Simulation,wrist_flex.pos,3,11,36.45714073181152,43.40659236907959,54.386812362670895,63.637803649902345,74.87419853210449
sim,Simulation,wrist_flex.pos,3,12,32.0928341217041,42.86329639434814,53.59648246765137,62.91340682983399,72.97406622314453
sim,Simulation,wrist_flex.pos,3,13,30.132482540130596,40.77802324295044,52.80659408569336,59.58637291908264,65.5887498474121
sim,Simulation,wrist_flex.pos,3,14,27.96483497619629,39.469010009765626,51.63956150054932,58.225496253967286,66.4235609741211
sim,Simulation,wrist_flex.pos,3,15,26.62857151031494,39.054945945739746,50.5494499206543,57.978023242950435,65.5824203491211
sim,Simulation,wrist_flex.pos,3,16,24.87033042907715,39.10857135772705,50.37538513183593,56.788572196960445,65.66154098510742
sim,Simulation,wrist_flex.pos,3,17,24.816352512359618,39.054945945739746,48.23868055343628,56.48571462631226,65.73186492919922
sim,Simulation,wrist_flex.pos,3,18,22.057142066955567,38.12131830215455,47.428571701049805,55.912086486816406,66.291513961792
sim,Simulation,wrist_flex.pos,3,19,19.23340592384337,33.68505617141724,46.21098728179932,55.649670372009275,65.858459564209
sim,Simulation,wrist_flex.pos,3,20,16.06681287765503,26.0307692527771,46.610988235473634,55.73626232147217,65.70021697998047
sim,Simulation,wrist_flex.pos,3,21,10.629362913131711,23.020219745635988,45.85318634033203,54.373626470565796,64.94857082366946
sim,Simulation,wrist_flex.pos,3,22,8.015472325325023,21.13010995864868,39.01186706542968,51.328350734710696,66.06962399291993
sim,Simulation,wrist_flex.pos,3,23,5.657670424222947,18.241758346557617,30.735825309753416,48.358900594711294,62.48773733520511
sim,Simulation,wrist_flex.pos,3,24,2.0054504675865177,15.490109920501716,28.01582386016846,47.26153823852539,56.35692390441895
sim,Simulation,wrist_flex.pos,3,25,0.1626373797655065,13.868131339550018,26.461538314819336,45.51648187637329,56.5186809539795
sim,Simulation,wrist_flex.pos,3,26,-1.0989011526107786,13.974065341949455,24.282197837829596,42.90944967269896,56.30065948486328
sim,Simulation,wrist_flex.pos,3,27,-1.0727033519744873,12.303077118396759,24.04395580291748,39.219781160354614,55.18593490600586
sim,Simulation,wrist_flex.pos,3,28,-1.1780219197273254,10.535384464263917,22.021977424621582,38.39560508728027,55.47252655029297
sim,Simulation,wrist_flex.pos,3,29,-1.1780219197273254,10.285714626312256,21.758241653442383,37.65406640052795,55.12052441406251
sim,Simulation,wrist_flex.pos,3,30,-1.538461575508117,9.89011025428772,21.802197456359863,35.60439682006836,54.489670410156265
sim,Simulation,wrist_flex.pos,3,31,-1.494505524635315,9.89011025428772,21.802197456359863,34.7125288105011,51.99120788574221
sim,Simulation,wrist_flex.pos,3,32,-1.0989011526107786,9.89011025428772,21.802197456359863,34.23384552001953,49.919648101806665
sim,Simulation,wrist_flex.pos,3,33,-0.3868132025003429,10.021978378295898,21.230769157409668,34.175825119018555,48.348483489990265
sim,Simulation,wrist_flex.pos,3,34,-0.37415386259555794,10.021978378295898,21.9780216217041,34.04395771026611,48.25916418457032
sim,Simulation,wrist_flex.pos,3,35,-1.3028570771217347,9.89011025428772,21.303296756744388,33.97912240028381,47.120880126953125
sim,Simulation,wrist_flex.pos,3,36,-1.4797363066673273,9.89186848640442,20.87912082672119,33.436483535766605,45.69670181274415
sim,Simulation,wrist_flex.pos,3,37,-1.611252782344816,10.16967059135437,20.83516502380371,33.14285850524902,47.174329998016375
sim,Simulation,wrist_flex.pos,3,38,-1.6791209101676934,10.219780206680298,20.826373424530026,33.45362609863281,47.47041717529301
sim,Simulation,wrist_flex.pos,3,39,-1.6527472853660579,9.95604419708252,21.538461685180664,33.62813130378724,47.170812774658216
sim,Simulation,wrist_flex.pos,3,40,-1.6527472853660579,10.285714626312256,21.230769157409668,33.626373291015625,46.959121246337894
sim,Simulation,wrist_flex.pos,3,41,-1.6527472853660579,10.024615726470946,20.83516502380371,34.14153934478758,44.97784598541262
sim,Simulation,wrist_flex.pos,3,42,-1.7236044239997859,10.06593370437622,21.05494499206543,35.27472496032715,46.12975559997561
sim,Simulation,wrist_flex.pos,3,43,-1.6175824522972102,10.056703293323517,20.87912082672119,35.62637233734131,45.134066390991244
sim,Simulation,wrist_flex.pos,3,44,-1.538461577892303,10.271648378372191,20.916043701171873,33.9560432434082,45.84931617736822
sim,Simulation,wrist_flex.pos,3,45,-1.522637403011322,10.224176025390625,20.923076629638672,33.978020668029785,47.04879077911376
sim,Simulation,wrist_flex.pos,3,46,-1.4505494952201838,10.263736248016357,20.923076629638672,35.09230699539185,48.62417449951172
sim,Simulation,wrist_flex.pos,3,47,-1.2571429014205933,10.402637538909913,22.159999713897733,35.912089347839355,48.6526580657959
sim,Simulation,wrist_flex.pos,3,48,-1.2571429014205933,10.571428537368774,22.505494117736816,35.570110511779866,48.61538314819336
sim,Simulation,wrist_flex.pos,3,49,-1.2571429014205933,10.700000293254853,23.23340629577637,39.16483497619629,46.95384521484377
sim,Simulation,wrist_flex.pos,3,50,-0.43076923191547367,10.637362957000732,23.78022003173828,39.747249126434326,48.61977882385254
sim,Simulation,wrist_flex.pos,3,51,-0.27252746969461406,10.791208744049072,24.370110721588134,41.20879077911377,55.442634658813496
sim,Simulation,wrist_flex.pos,3,52,-0.3516483575105664,12.654066104888917,25.27824169158935,41.20879077911377,61.97099105834962
sim,Simulation,wrist_flex.pos,3,53,-0.4329670339822782,12.669011135101318,25.990769214630127,41.20879077911377,64.89591306304935
sim,Simulation,wrist_flex.pos,3,54,-0.37362637817859623,13.186813354492188,27.29670238494873,41.34065818786621,65.054948425293
sim,Simulation,wrist_flex.pos,3,55,-0.26725276112556456,14.056043648719788,27.762637042999266,40.70659246444703,64.14329936981201
sim,Simulation,wrist_flex.pos,3,56,0.12307692617177982,14.359559745788575,27.300220298767087,40.87912082672119,60.494766891479514
sim,Simulation,wrist_flex.pos,3,57,0.898461559921531,15.617582416534423,27.604395866394043,40.81318664550781,58.19120907211305
sim,Simulation,wrist_flex.pos,3,58,5.512088036537172,18.263736248016357,28.21977996826172,41.120880126953125,57.54725265502933
sim,Simulation,wrist_flex.pos,3,59,6.2065935134887695,19.54813138961793,28.854505577087405,40.783736572265624,57.32518624877931
sim,Simulation,wrist_flex.pos,3,60,6.396483612060534,20.197802543640137,29.186814308166504,41.02857055664063,57.97626106262209
sim,Simulation,wrist_flex.pos,3,61,5.512088036537172,20.01582345962524,28.988131771087627,40.79912072181703,58.45494537353515
sim,Simulation,wrist_flex.pos,3,62,5.952000098228451,19.05494451522827,27.93670364379883,40.49450662612916,64.21626364135744
sim,Simulation,wrist_flex.pos,3,63,6.065934157371522,15.868131399154663,27.164835929870605,41.0347248840332,68.07806474304202
sim,Simulation,wrist_flex.pos,3,64,6.065934157371522,15.868131399154663,27.0452746200562,41.814506721496585,67.99261581420899
sim,Simulation,wrist_flex.pos,3,65,7.059340715408325,14.980219721794125,25.703296899795532,41.772529268264776,68.36791130065922
sim,Simulation,wrist_flex.pos,3,66,7.103296756744385,15.759999866485597,26.197802543640137,42.05890083312988,68.1010990753174
sim,Simulation,wrist_flex.pos,3,67,7.103296756744385,14.262856531143187,27.91208839416504,41.91912052154541,62.03419739150996
sim,Simulation,wrist_flex.pos,3,68,6.4087913036346436,14.15384578704834,27.5780221176148,42.000000953674316,62.56527621459972
sim,Simulation,wrist_flex.pos,3,69,7.015384674072266,13.670329570770264,27.95604419708252,41.516483306884766,65.26795745849611
sim,Simulation,wrist_flex.pos,3,70,7.015384674072266,13.538460731506348,27.07252702713013,41.929670524597164,70.91076805114749
sim,Simulation,wrist_flex.pos,3,71,6.848351669311524,13.538460731506348,26.41230846405029,41.29384424209594,68.0267281494141
sim,Simulation,wrist_flex.pos,3,72,6.848351669311524,13.450548887252808,25.905934257507298,42.36483432769778,74.82092156982424
sim,Simulation,wrist_flex.pos,3,73,6.752175469398499,13.473406028747558,26.19780158996582,43.040220174789425,76.24474600219727
sim,Simulation,wrist_flex.pos,3,74,6.760439205169678,13.604395151138306,28.307692527770996,44.47384538650513,76.49230728149416
sim,Simulation,wrist_flex.pos,3,75,6.720878982543946,14.28571367263794,28.351648330688477,47.780219078063965,75.34944992065431
sim,Simulation,wrist_flex.pos,3,76,7.085714292526245,14.417581558227539,29.093627204895018,53.33274604797366,75.9760864562988
sim,Simulation,wrist_flex.pos,3,77,7.112087965011597,14.672965874671936,29.054945945739746,53.8180207824707,76.30848316192628
sim,Simulation,wrist_flex.pos,3,78,7.163252565383913,16.93626331329346,29.833846588134765,53.84615230560303,77.25696275329591
sim,Simulation,wrist_flex.pos,3,79,8.053802146911627,18.12835159301755,30.0219783782959,53.472527503967285,76.4495824737549
sim,Simulation,wrist_flex.pos,3,80,8.71208782196045,19.16483497619629,31.29670238494873,52.91868171691897,75.0646128845215
sim,Simulation,wrist_flex.pos,3,81,8.79411022424698,20.368351974487304,32.61538505554199,55.12967014312744,75.12395429992675
sim,Simulation,wrist_flex.pos,3,82,8.641758584976197,20.483516693115234,32.659339904785156,57.015824260711696,74.19780183410656
sim,Simulation,wrist_flex.pos,3,83,9.186813163757325,20.483516693115234,35.76527353286744,55.480439376831015,72.93344987487794
sim,Simulation,wrist_flex.pos,3,84,9.996659358978272,21.681757469177242,40.112525939941406,57.36879161834718,70.68800119018553
sim,Simulation,wrist_flex.pos,3,85,10.02593396663666,25.813186597824092,44.78021974563597,57.79120693206787,73.0364839553833
sim,Simulation,wrist_flex.pos,3,86,12.759209159851181,30.571428298950195,49.75999999999996,60.857144355773926,69.85107723999025
sim,Simulation,wrist_flex.pos,3,87,15.203604224205032,34.11956044197085,52.58901138305664,61.35714418411255,68.27454946899414
sim,Simulation,wrist_flex.pos,3,88,23.525274276733402,40.72615512847901,53.75472496032716,64.50461547851563,69.5859333190918
sim,Simulation,wrist_flex.pos,3,89,24.298725742339975,43.321757459640494,57.37054847717283,65.37121137619017,73.31833055114748
sim,Simulation,wrist_flex.pos,3,90,29.098901748657227,47.02417678833007,59.705490493774406,66.41099052429199,73.7934051513672
sim,Simulation,wrist_flex.pos,3,91,34.45353784370422,49.29670333862305,60.74769050598145,69.21318658828734,75.58681640625001
sim,Simulation,wrist_flex.pos,3,92,43.39340591430664,51.4505500793457,63.01714225769041,70.3208730316162,76.21977996826172
sim,Simulation,wrist_flex.pos,3,93,47.156042861938474,54.93076763153079,65.06813199996955,72.71098628997802,76.2461524963379
sim,Simulation,wrist_flex.pos,3,94,48.8042193908691,57.40659236907959,66.79560272216796,74.22945072174075,76.51867141723633
sim,Simulation,wrist_flex.pos,3,95,48.95296752929688,60.34395475387573,67.9120864868164,75.45055084228515,77.18681335449219
sim,Simulation,wrist_flex.pos,3,96,49.36263732910156,62.297144050598135,70.4281311035156,75.61582176208496,76.93187103271484
sim,Simulation,wrist_flex.pos,3,97,50.17810881805419,64.0659351348877,72.75736175537106,75.71428489685059,77.13459272766113
sim,Simulation,wrist_flex.pos,3,98,50.280967010498046,64.0659351348877,73.0848355102539,75.80219841003418,77.19560470581055
sim,Simulation,wrist_flex.pos,3,99,50.285714340209964,64.0659351348877,73.23077011108398,75.80219841003418,77.19490139770508
sim,Simulation,wrist_flex.pos,3,100,50.373626708984375,64.0659351348877,73.23077011108398,75.80219841003418,77.18681335449219
sim,Simulation,wrist_roll.pos,4,0,-97.00219802856445,-94.10988998413086,-90.98900985717773,-87.47252655029297,-84.71208877563477
sim,Simulation,wrist_roll.pos,4,1,-97.00219802856445,-94.17582511901855,-90.98900985717773,-87.47252655029297,-84.71208877563477
sim,Simulation,wrist_roll.pos,4,2,-97.00219802856445,-94.15516544342042,-90.98900985717773,-87.47252655029297,-84.71208877563477
sim,Simulation,wrist_roll.pos,4,3,-97.00219802856445,-94.21977996826172,-90.98900985717773,-87.47252655029297,-84.94944839477539
sim,Simulation,wrist_roll.pos,4,4,-97.00219802856445,-94.21977996826172,-90.98900985717773,-87.47252655029297,-84.94944839477539
sim,Simulation,wrist_roll.pos,4,5,-97.00219802856445,-94.15384483337402,-91.1076904296875,-87.73626136779785,-84.98637138366699
sim,Simulation,wrist_roll.pos,4,6,-97.00219802856445,-94.43911846160889,-91.18417404174804,-87.82417297363281,-85.22127621459961
sim,Simulation,wrist_roll.pos,4,7,-97.5620246887207,-94.79560623168945,-91.38461303710938,-87.89010810852051,-85.25433093261718
sim,Simulation,wrist_roll.pos,4,8,-97.65872164916993,-95.0813190460205,-91.6043930053711,-87.89890045166015,-85.27472686767578
sim,Simulation,wrist_roll.pos,4,9,-97.90400035095215,-95.16483497619629,-91.91209030151367,-87.89999837875366,-85.27472686767578
sim,Simulation,wrist_roll.pos,4,10,-97.99033142089844,-94.84835224151612,-91.91209030151367,-87.82417297363281,-85.20439682006835
sim,Simulation,wrist_roll.pos,4,11,-97.78461380004883,-95.40659141540527,-91.91209030151367,-87.89010810852051,-84.72729705047607
sim,Simulation,wrist_roll.pos,4,12,-98.12747573852539,-95.40659141540527,-91.93318954467773,-87.82417297363281,-84.67199945068359
sim,Simulation,wrist_roll.pos,4,13,-98.2229429473877,-95.38461303710938,-91.51076892852782,-87.89010810852051,-83.77142868041992
sim,Simulation,wrist_roll.pos,4,14,-98.58215309143067,-95.72044075012207,-91.78022003173828,-88.17582702636719,-84.167032623291
sim,Simulation,wrist_roll.pos,4,15,-98.50725433349609,-96.00879135131837,-91.56044006347656,-88.11099081039428,-83.16571296691893
sim,Simulation,wrist_roll.pos,4,16,-99.1250959777832,-96.41054847717285,-91.61845916748047,-88.0879135131836,-81.5978872375488
sim,Simulation,wrist_roll.pos,4,17,-98.99779739379883,-95.30527612686157,-91.51648712158203,-87.36791030883789,-80.33406524658203
sim,Simulation,wrist_roll.pos,4,18,-100.74514382934571,-96.07033081054686,-91.05230667114259,-86.53186904907227,-82.89230880737304
sim,Simulation,wrist_roll.pos,4,19,-104.2113420715332,-96.0219783782959,-90.63735961914062,-86.9986819076538,-82.7941978149414
sim,Simulation,wrist_roll.pos,4,20,-104.28132019042968,-96.30768966674805,-90.98900985717773,-87.25273895263672,-82.30154067993162
sim,Simulation,wrist_roll.pos,4,21,-106.06910111999511,-96.53450462341308,-91.42857360839844,-86.64176094055176,-82.61503123474122
