dataset,dataset_label,joint,joint_index,phase_percent,p10,p25,p50_median,p75,p90
sim,Simulation,wrist_roll.pos,4,22,-106.38312118530273,-96.98900985717773,-91.26681274414062,-85.86988800048827,-82.34478573608398
sim,Simulation,wrist_roll.pos,4,23,-106.40879135131836,-97.24285526275634,-91.29670333862305,-86.15252529144288,-82.13625869750973
sim,Simulation,wrist_roll.pos,4,24,-106.40879135131836,-97.87692573547363,-91.91384475708008,-86.57143020629883,-82.13625869750973
sim,Simulation,wrist_roll.pos,4,25,-106.25714149475098,-98.24176025390625,-91.86812973022461,-87.03296852111816,-82.37362518310543
sim,Simulation,wrist_roll.pos,4,26,-107.1781958618164,-98.66417678833008,-91.91209030151367,-86.61538696289062,-79.25274353027343
sim,Simulation,wrist_roll.pos,4,27,-107.3325697631836,-99.74131830215454,-92.13187026977539,-86.57142837524414,-77.58329885101318
sim,Simulation,wrist_roll.pos,4,28,-108.96387155151368,-99.80659400939942,-92.52747344970703,-86.63736534118652,-77.17802200317382
sim,Simulation,wrist_roll.pos,4,29,-109.43015600585937,-100.42505542755127,-92.04571228027345,-86.44219734191894,-77.16360452270507
sim,Simulation,wrist_roll.pos,4,30,-110.24175750732421,-100.65934181213379,-92.25054969787598,-86.63736343383789,-77.01450592041014
sim,Simulation,wrist_roll.pos,4,31,-110.47033157348633,-100.99318765640258,-92.70329666137695,-86.02769275665284,-77.04615402221678
sim,Simulation,wrist_roll.pos,4,32,-110.47033157348633,-101.1683448791504,-93.01274841308594,-86.41758155822754,-76.42689123535156
sim,Simulation,wrist_roll.pos,4,33,-110.54945373535156,-101.23076629638672,-93.31867980957031,-84.76923179626465,-76.02048063659667
sim,Simulation,wrist_roll.pos,4,34,-110.54417916870116,-101.23076629638672,-93.27472686767578,-84.21186965942383,-74.16755876159668
sim,Simulation,wrist_roll.pos,4,35,-109.9661547088623,-101.23076629638672,-93.23076629638672,-83.78022003173828,-73.56483764648438
sim,Simulation,wrist_roll.pos,4,36,-109.98681411743163,-101.23076629638672,-92.70329666137695,-83.78022003173828,-73.44844094848632
sim,Simulation,wrist_roll.pos,4,37,-109.92105599975586,-101.94373359680175,-92.65933990478516,-83.83868125915527,-74.68764843749999
sim,Simulation,wrist_roll.pos,4,38,-109.83630642700196,-101.91208457946777,-92.65933990478516,-83.75824165344238,-74.28571472167968
sim,Simulation,wrist_roll.pos,4,39,-110.22417373657227,-101.73010948181152,-92.01494148254395,-83.69230651855469,-73.4945068359375
sim,Simulation,wrist_roll.pos,4,40,-109.73186874389648,-101.80220031738281,-91.9120864868164,-83.38461303710938,-73.47340759277344
sim,Simulation,wrist_roll.pos,4,41,-107.68316375732424,-102.52307861328126,-91.9120864868164,-83.38461303710938,-73.41239714050292
sim,Simulation,wrist_roll.pos,4,42,-107.33186492919921,-101.95604133605957,-91.85582565307618,-83.38461303710938,-71.61142944335936
sim,Simulation,wrist_roll.pos,4,43,-107.24624002075196,-101.82417678833008,-91.56044006347656,-83.00417303085327,-73.23077011108396
sim,Simulation,wrist_roll.pos,4,44,-106.99393606567384,-101.89011192321777,-91.51648712158203,-83.48395530700684,-70.85925271606443
sim,Simulation,wrist_roll.pos,4,45,-106.5687939453125,-101.75274896621704,-91.78022003173828,-82.63736152648926,-69.43296432495117
sim,Simulation,wrist_roll.pos,4,46,-106.39964862060548,-101.73626518249512,-91.68000137329102,-82.68131828308105,-69.25028767395018
sim,Simulation,wrist_roll.pos,4,47,-106.4,-101.80220031738281,-91.58197864532471,-82.26703262329102,-68.38927264404295
sim,Simulation,wrist_roll.pos,4,48,-106.4,-101.55955902099609,-91.29670333862305,-82.24175834655762,-68.31648178100583
sim,Simulation,wrist_roll.pos,4,49,-106.37362670898438,-101.0549430847168,-91.29670333862305,-82.24175834655762,-68.31648178100583
sim,Simulation,wrist_roll.pos,4,50,-106.2153823852539,-101.010986328125,-91.29670333862305,-82.25274753570557,-68.31648178100583
sim,Simulation,wrist_roll.pos,4,51,-106.20659103393555,-101.0549430847168,-91.34066009521484,-81.14285659790039,-68.2813163757324
sim,Simulation,wrist_roll.pos,4,52,-105.81450494384767,-100.28571128845215,-90.76922988891602,-81.29055084228516,-69.32571691894532
sim,Simulation,wrist_roll.pos,4,53,-105.89010925292969,-99.9340591430664,-89.4505500793457,-81.83823982238769,-72.4571449279785
sim,Simulation,wrist_roll.pos,4,54,-105.84615325927734,-100.00571548461915,-90.52835067749024,-82.85670417785644,-73.9354739074707
sim,Simulation,wrist_roll.pos,4,55,-105.84615325927734,-99.4725284576416,-90.78681259155273,-83.40659141540527,-75.67999725341794
sim,Simulation,wrist_roll.pos,4,56,-104.7764422302246,-99.01099014282227,-90.58988967895505,-83.53845977783203,-76.23138641357424
sim,Simulation,wrist_roll.pos,4,57,-104.8080910949707,-97.97801971435547,-89.93406677246094,-83.67032814025879,-76.43075942993164
sim,Simulation,wrist_roll.pos,4,58,-102.84518792724609,-97.53845596313477,-90.08703048706055,-83.73626327514648,-76.43075942993164
sim,Simulation,wrist_roll.pos,4,59,-102.16263809204102,-97.03296661376953,-90.5934066772461,-84.02197456359863,-76.43075942993164
sim,Simulation,wrist_roll.pos,4,60,-102.24176025390625,-96.70329856872559,-91.14725036621094,-84.23736267089843,-77.21142913818359
sim,Simulation,wrist_roll.pos,4,61,-101.76703414916992,-96.61538696289062,-91.12087631225586,-84.08790969848633,-78.25213398742669
sim,Simulation,wrist_roll.pos,4,62,-100.84395828247071,-96.19780349731445,-91.12087631225586,-84.4808773803711,-78.6549476623535
sim,Simulation,wrist_roll.pos,4,63,-100.70153839111327,-96.17582702636719,-91.02637310028076,-84.57142639160156,-78.56562753295898
sim,Simulation,wrist_roll.pos,4,64,-99.41978073120117,-96.17582702636719,-91.12087631225586,-84.56790985107422,-78.29872286987303
sim,Simulation,wrist_roll.pos,4,65,-98.99779739379883,-96.09670486450196,-90.76922988891602,-84.92307472229004,-78.64439743041991
sim,Simulation,wrist_roll.pos,4,66,-99.12966613769531,-95.94417491912841,-91.12615478515625,-85.17318675994873,-79.42856369018554
sim,Simulation,wrist_roll.pos,4,67,-99.61475993347167,-96.19516632080078,-91.40263912200928,-85.47252655029297,-79.36702499389648
sim,Simulation,wrist_roll.pos,4,68,-99.64834213256836,-96.37362480163574,-91.60088043212892,-85.31692169189454,-79.19999694824217
sim,Simulation,wrist_roll.pos,4,69,-99.72747116088867,-96.24176025390625,-91.22725166320801,-85.29670524597168,-79.19999694824217
sim,Simulation,wrist_roll.pos,4,70,-99.13318420410155,-96.05714378356933,-91.39340896606444,-85.56044006347656,-79.19999694824217
sim,Simulation,wrist_roll.pos,4,71,-99.25793319702149,-96.05098983764648,-90.94154037475586,-85.36264038085938,-79.16360391235351
sim,Simulation,wrist_roll.pos,4,72,-99.30549392700195,-95.58241653442383,-90.4615364074707,-85.51648139953613,-79.30057040405272
sim,Simulation,wrist_roll.pos,4,73,-99.09450225830078,-95.91604259490967,-90.50548934936523,-85.32901065826415,-81.07234919738768
sim,Simulation,wrist_roll.pos,4,74,-99.27032928466797,-95.5345055770874,-90.2734030151367,-85.56044006347656,-80.79999923706055
sim,Simulation,wrist_roll.pos,4,75,-99.08131523132325,-95.6593427658081,-90.48351287841797,-85.65933799743654,-81.44395713806152
sim,Simulation,wrist_roll.pos,4,76,-98.83076858520508,-95.45054817199707,-90.46154022216797,-85.69230842590332,-81.47129766845703
sim,Simulation,wrist_roll.pos,4,77,-98.98900604248047,-94.61538314819336,-90.44351795196533,-85.84615135192871,-81.82857055664063
sim,Simulation,wrist_roll.pos,4,78,-98.33846054077148,-95.08483558654785,-90.5028596496582,-85.56044006347656,-81.82857055664063
sim,Simulation,wrist_roll.pos,4,79,-98.31868019104004,-94.52835266113287,-90.72527313232422,-85.84615135192871,-81.83736190795898
sim,Simulation,wrist_roll.pos,4,80,-98.3032958984375,-93.99120750427247,-90.85714340209961,-86.10988998413086,-81.74944839477538
sim,Simulation,wrist_roll.pos,4,81,-98.20659103393555,-94.6435154724121,-90.89934188842773,-86.15384674072266,-81.74944839477538
sim,Simulation,wrist_roll.pos,4,82,-98.11868438720703,-94.37362861633301,-91.45143112182618,-86.43955993652344,-81.82857055664063
sim,Simulation,wrist_roll.pos,4,83,-97.41098899841309,-94.32967376708984,-91.04747234344482,-86.28571701049805,-82.7189448852539
sim,Simulation,wrist_roll.pos,4,84,-97.61020025634765,-94.37450775146485,-91.03296661376953,-86.5054931640625,-82.88738565063477
sim,Simulation,wrist_roll.pos,4,85,-97.77582244873047,-94.75274848937988,-91.03296661376953,-86.4835147857666,-82.86241897583008
sim,Simulation,wrist_roll.pos,4,86,-97.95622080993653,-94.87912368774414,-91.24131782531738,-86.5714282989502,-83.31885772705078
sim,Simulation,wrist_roll.pos,4,87,-97.60000228881836,-94.63736343383789,-91.15076812744138,-86.73274959564209,-83.70540639495849
sim,Simulation,wrist_roll.pos,4,88,-97.3450538635254,-94.34549682617188,-91.33186874389648,-86.81406753540038,-84.03199697875976
sim,Simulation,wrist_roll.pos,4,89,-97.23955764770508,-94.35165023803711,-91.25802139282226,-87.36263275146484,-84.74945125579833
sim,Simulation,wrist_roll.pos,4,90,-97.32747116088868,-94.39120903015137,-91.50769424438477,-87.45054817199707,-84.97582168579102
sim,Simulation,wrist_roll.pos,4,91,-97.32536094665528,-94.68132019042969,-91.38461761474609,-87.82043855667115,-85.40659027099609
sim,Simulation,wrist_roll.pos,4,92,-97.15165100097656,-94.18285629272461,-91.51648712158203,-87.9120864868164,-85.32747497558593
sim,Simulation,wrist_roll.pos,4,93,-97.06540784454346,-94.51977869033813,-91.5938442993164,-87.89010810852051,-85.35384902954101
sim,Simulation,wrist_roll.pos,4,94,-97.31867980957031,-94.5494499206543,-91.24395645141601,-87.81582191467285,-85.35384902954101
sim,Simulation,wrist_roll.pos,4,95,-97.3230754852295,-94.5494499206543,-90.9011001586914,-87.70769519805908,-85.44175567626954
sim,Simulation,wrist_roll.pos,4,96,-97.4969616394043,-94.52659240722656,-90.81318664550781,-87.47252655029297,-85.35384902954101
sim,Simulation,wrist_roll.pos,4,97,-97.31867980957031,-94.47911956787112,-90.81318664550781,-87.67362407684327,-85.25239697265624
sim,Simulation,wrist_roll.pos,4,98,-96.92307586669922,-94.06593322753906,-90.76922988891602,-87.47252655029297,-85.32747497558593
sim,Simulation,wrist_roll.pos,4,99,-96.92307586669922,-94.06593322753906,-90.76922988891602,-87.47252655029297,-85.32747497558593
sim,Simulation,wrist_roll.pos,4,100,-96.92307586669922,-94.06593322753906,-90.76922988891602,-87.47252655029297,-85.2483528137207
sim,Simulation,gripper.pos,5,0,-9.999832153320312,-9.999832153320312,-3.9141292572021484,-0.8928559720516205,3.59274158477784
sim,Simulation,gripper.pos,5,1,-9.999832153320312,-9.999832153320312,-4.222872495651245,-0.8928559720516205,3.59274158477784
sim,Simulation,gripper.pos,5,2,-9.999832153320312,-9.999832153320312,-4.222872495651245,-0.9810685366392136,3.59274158477784
sim,Simulation,gripper.pos,5,3,-9.999832153320312,-9.999832153320312,-4.26697838306427,-1.0692806541919708,3.59274158477784
sim,Simulation,gripper.pos,5,4,-9.999832153320312,-9.999832153320312,-3.9582351446151733,-1.0692806541919708,3.5309929132461577
sim,Simulation,gripper.pos,5,5,-9.999832153320312,-9.999832153320312,-4.002341389656067,-1.0692806541919708,3.5309929132461577
sim,Simulation,gripper.pos,5,6,-9.999832153320312,-9.999832153320312,-4.4372281646728515,-1.0913336277008057,3.5309929132461577
sim,Simulation,gripper.pos,5,7,-9.999832153320312,-9.999832153320312,-4.443403005599976,-1.0913336277008057,3.8573784112930305
sim,Simulation,gripper.pos,5,8,-9.999832153320312,-9.999832153320312,-4.346369590759277,-1.0833945572376251,3.8750209569931053
sim,Simulation,gripper.pos,5,9,-9.999832153320312,-9.999832153320312,-3.940151927471161,-0.9722473973035818,3.8750209569931053
sim,Simulation,gripper.pos,5,10,-9.999832153320312,-9.999832153320312,-4.0905537605285645,-0.8928559720516205,3.5062930822372462
sim,Simulation,gripper.pos,5,11,-9.999832153320312,-9.999832153320312,-4.0905537605285645,-0.9916539210081106,3.442779231071475
sim,Simulation,gripper.pos,5,12,-9.999832153320312,-9.999832153320312,-3.594800715446472,-0.6723258122801781,3.883840894699107
sim,Simulation,gripper.pos,5,13,-9.999832153320312,-9.999832153320312,-2.6271108579635616,-0.5607371245324609,7.620869555950188
sim,Simulation,gripper.pos,5,14,-9.999832153320312,-9.999832153320312,-2.3033717584609983,0.8493372052907944,8.691061412811283
sim,Simulation,gripper.pos,5,15,-9.999832153320312,-9.999832153320312,-1.97345769405365,1.8659846782684326,9.768927736282349
sim,Simulation,gripper.pos,5,16,-9.999832153320312,-8.192427158355713,-1.497111010551453,3.0105395317077637,11.071736019134514
sim,Simulation,gripper.pos,5,17,-9.999832153320312,-8.082161664962769,-1.444623940587044,4.204934808015825,15.736844369888312
sim,Simulation,gripper.pos,5,18,-9.999832153320312,-7.941021852493289,-1.3744952344894408,6.362607955932617,17.144095527648943
sim,Simulation,gripper.pos,5,19,-9.999832153320312,-6.84718918800354,-1.1795463562011719,7.412777137756347,19.68267059326173
sim,Simulation,gripper.pos,5,20,-9.999832153320312,-6.7589768171310425,-1.0825124382972715,9.42798638343811,20.413068466186527
sim,Simulation,gripper.pos,5,21,-9.999832153320312,-6.229702353477478,-0.15716537833213823,9.780835807323456,21.845020555496223
sim,Simulation,gripper.pos,5,22,-9.999832153320312,-4.212286770343775,1.9519920945167542,14.288487615585318,22.169730770111084
sim,Simulation,gripper.pos,5,23,-9.999832153320312,-2.4215760648250564,2.530664916038515,15.677831554412847,22.302753961563116
sim,Simulation,gripper.pos,5,24,-9.524338722229004,-1.9955110549926758,5.877439022064209,17.00542573928833,22.416194000244143
sim,Simulation,gripper.pos,5,25,-6.428180837631225,-1.466236263513565,7.950430631637573,17.901886820793152,22.58706049919129
sim,Simulation,gripper.pos,5,26,-5.985354597091678,-0.7164315581321716,9.405933380126953,18.301265964508055,23.378766250610354
sim,Simulation,gripper.pos,5,27,-4.427525119781494,1.816144244521865,11.258392810821533,19.164423375129687,23.281733798980717
sim,Simulation,gripper.pos,5,28,-1.8877153244018552,5.229079260826114,12.44925832748413,20.334559574127198,23.63281993865967
sim,Simulation,gripper.pos,5,29,-0.7353095140159114,8.201836091279983,15.197956867217997,21.116121768951416,24.34028263092042
sim,Simulation,gripper.pos,5,30,1.9167069166898736,11.020220041275028,17.08041000366211,21.213156986236573,25.49586181640626
sim,Simulation,gripper.pos,5,31,2.4897342557907103,10.63583509683609,17.64143684387207,21.54946556568145,25.80460739135743
sim,Simulation,gripper.pos,5,32,2.481265902519226,11.236339807510376,17.874319076538086,22.130564212799072,26.66168016052246
sim,Simulation,gripper.pos,5,33,1.854958567023278,11.87587833404541,18.15748018264771,22.064405918121338,25.80460739135743
sim,Simulation,gripper.pos,5,34,2.560656499862671,11.815894260406484,17.940478801727295,22.064405918121338,25.801784576416022
sim,Simulation,gripper.pos,5,35,2.671804537773133,12.405152559280396,17.96253204345703,22.19672393798828,26.91961162567139
sim,Simulation,gripper.pos,5,36,5.418736052513124,13.596020460128784,18.064857177734375,22.19672393798828,25.994089149475094
sim,Simulation,gripper.pos,5,37,6.821312761306763,12.471311569213867,18.08779214859009,22.19672393798828,25.80707630157472
sim,Simulation,gripper.pos,5,38,6.4243574142456055,13.286394615173343,17.96253204345703,22.0423526763916,25.742856216430674
sim,Simulation,gripper.pos,5,39,5.70101523399353,12.493365049362183,17.96253204345703,21.88798189163208,25.49586181640626
sim,Simulation,gripper.pos,5,40,4.783606338500978,12.493365049362183,18.006637573242188,21.821820735931396,25.49586181640626
sim,Simulation,gripper.pos,5,41,-0.8865933451652511,10.034888610839843,17.91842555999756,21.601289749145508,24.241837787628178
sim,Simulation,gripper.pos,5,42,-2.7938318252563477,9.916684775352495,16.19122730255127,20.82237497329712,23.66104755401612
sim,Simulation,gripper.pos,5,43,-2.7938318252563477,9.670570850372314,15.76913180351257,20.30015754699707,22.865636976242065
sim,Simulation,gripper.pos,5,44,-2.785010552406311,7.033021636009217,14.605170154571535,19.66061782836914,23.819829177856448
sim,Simulation,gripper.pos,5,45,-3.525994896888733,4.840945601463318,14.127499985694886,18.97697114944458,23.156471977233895
sim,Simulation,gripper.pos,5,46,-3.58315674495697,2.4155477452278147,12.184622287750244,18.69028329849243,22.781042572021484
sim,Simulation,gripper.pos,5,47,-3.5960358986854555,-0.5649273750930937,9.472975444793747,18.29156259536743,21.410222946166986
sim,Simulation,gripper.pos,5,48,-5.598279073715214,-0.9510764628648782,7.274724435806263,18.337432861328125,21.67979793548584
sim,Simulation,gripper.pos,5,49,-5.748945474624633,-0.7543632368743431,6.202060661315917,15.177226319313064,20.873537063598633
sim,Simulation,gripper.pos,5,50,-7.019203186035156,-1.5323964357376099,6.186182498931885,13.298303008079529,19.64297561645508
sim,Simulation,gripper.pos,5,51,-7.326005929946899,-1.6417792522907306,4.686574459075928,12.824823863506326,19.559173393249512
sim,Simulation,gripper.pos,5,52,-7.267609128952026,-2.039617031812668,4.907104969024658,10.63120337486267,19.682671356201176
sim,Simulation,gripper.pos,5,53,-7.240792913436892,-2.5247843265533447,4.510149717330933,10.221899271011353,19.66644013595583
sim,Simulation,gripper.pos,5,54,-7.6486864814758295,-2.921739935874939,2.922327160835266,10.206021108627318,19.414682167053222
sim,Simulation,gripper.pos,5,55,-7.679031085967982,-3.230483055114746,2.6135839223861694,10.221899271011353,18.87993888854981
sim,Simulation,gripper.pos,5,56,-7.514251224517825,-3.230483055114746,2.30484139919281,9.516200304031372,18.130134201049813
sim,Simulation,gripper.pos,5,57,-7.781886519432068,-3.507029325962066,1.3786113262176514,9.075137615203857,17.891961479187014
sim,Simulation,gripper.pos,5,58,-7.372053098678589,-3.2304832339286804,1.4438885283470162,7.557003865242014,14.39310734176637
sim,Simulation,gripper.pos,5,59,-7.380874300003051,-3.2304832339286804,1.3786113262176514,7.177029898166657,13.551913642883308
sim,Simulation,gripper.pos,5,60,-7.698438262939453,-3.671545374393466,1.2903985977172852,6.61842303276062,15.09563026428223
sim,Simulation,gripper.pos,5,61,-8.56291971206665,-4.178766250610352,1.2903985977172852,7.222679615020752,15.598439884185801
sim,Simulation,gripper.pos,5,62,-7.389695024490356,-3.3186960220336914,1.3468552599847023,7.12961538016798,15.608672630310071
sim,Simulation,gripper.pos,5,63,-7.389695024490356,-3.3186960220336914,1.2903985977172852,7.68579363822937,15.766043376922632
sim,Simulation,gripper.pos,5,64,-7.389695024490356,-3.3186960220336914,1.2903985977172852,9.021328258514412,17.487244316101087
sim,Simulation,gripper.pos,5,65,-7.389695024490356,-3.322003963589668,1.4668232202529907,8.303279399871826,13.6383631515503
sim,Simulation,gripper.pos,5,66,-7.266197681427002,-2.612996757030487,2.1010705236346037,7.660212631225585,13.596726966857915
sim,Simulation,gripper.pos,5,67,-7.389695024490356,-2.612996757030487,2.878221273422241,8.75095674514771,14.025261013984691
sim,Simulation,gripper.pos,5,68,-8.148673812866212,-2.7232624292373657,2.966433048248291,11.042272787094074,17.817864097595216
sim,Simulation,gripper.pos,5,69,-8.309738046646123,-3.296642780303955,3.3977913105487816,12.51541805267334,22.224245979309085
sim,Simulation,gripper.pos,5,70,-8.640546188354492,-2.7673683762550354,4.1573004722595215,13.551915168762207,22.23200855255127
sim,Simulation,gripper.pos,5,71,-7.347000154495239,-2.2380950450897217,4.196113758087158,12.184621810913086,21.40281238555909
sim,Simulation,gripper.pos,5,72,-7.39181204414368,-2.0740200209617567,4.24551248550415,13.849190387725834,23.81982955932619
sim,Simulation,gripper.pos,5,73,-7.028024387359619,-1.6605248036980624,6.690316913127898,13.604399962425198,22.214366149902347
sim,Simulation,gripper.pos,5,74,-6.154722452163696,-1.5985555946826935,5.877439975738525,16.239744806289675,25.431644477844287
sim,Simulation,gripper.pos,5,75,-6.968481171131134,-1.1354404091835022,4.510149717330933,13.761417865753193,25.478219413757326
sim,Simulation,gripper.pos,5,76,-8.37379187011719,-2.6791563034057617,3.8062148904800424,13.71687083244327,23.42110913085938
sim,Simulation,gripper.pos,5,77,-9.999832153320312,-4.443403124809265,3.936769127845764,12.719410190582334,21.861694591522223
sim,Simulation,gripper.pos,5,78,-9.999832153320312,-6.1745700836181525,1.5109300017356873,11.585219936370848,22.501583320617687
sim,Simulation,gripper.pos,5,79,-9.999832153320312,-4.90651798248291,1.3609681129455566,11.653142762184144,21.61558068847653
sim,Simulation,gripper.pos,5,80,-9.999832153320312,-6.825136184692383,0.17892391085609383,12.338993549346924,22.39078960418702
sim,Simulation,gripper.pos,5,81,-9.999832153320312,-6.887987244129179,0.3641698956489563,12.338993549346924,21.48220405578614
sim,Simulation,gripper.pos,5,82,-9.999832153320312,-8.016002655029297,-0.34152951836586,12.43823254108429,22.381968498229988
sim,Simulation,gripper.pos,5,83,-9.999832153320312,-8.523223638534546,-0.42974182963371277,10.395235786438008,22.479002189636248
sim,Simulation,gripper.pos,5,84,-9.999832153320312,-8.346798419952393,-1.0913336277008057,9.033677558898958,20.8262566986084
sim,Simulation,gripper.pos,5,85,-9.999832153320312,-8.677595281600954,-1.3118647456169081,7.222678780555725,21.2704948425293
sim,Simulation,gripper.pos,5,86,-9.999832153320312,-8.699648380279541,-1.5782663536071728,5.371101119518279,14.181750448226937
sim,Simulation,gripper.pos,5,87,-9.999832153320312,-9.802065372467041,-2.3263068199157715,2.1052610072493536,12.574080748558067
sim,Simulation,gripper.pos,5,88,-9.999832153320312,-9.999832153320312,-2.5027315616607666,1.6653008162975311,8.547450431823732
sim,Simulation,gripper.pos,5,89,-9.999832153320312,-9.999832153320312,-2.6077042150497443,1.2004222571849823,8.126854515075687
sim,Simulation,gripper.pos,5,90,-9.999832153320312,-9.999832153320312,-3.270178890228271,-0.004117310047149658,5.896846904754655
sim,Simulation,gripper.pos,5,91,-9.999832153320312,-9.999832153320312,-3.6194999733565187,-0.3415297269821167,5.304060554504399
sim,Simulation,gripper.pos,5,92,-9.999832153320312,-9.999832153320312,-3.137860112190249,-0.3856358826160431,4.589541101455699
sim,Simulation,gripper.pos,5,93,-9.999832153320312,-9.999832153320312,-3.7059479141235228,-0.8928559720516205,4.589541101455699
sim,Simulation,gripper.pos,5,94,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.8928559720516205,4.589541101455699
sim,Simulation,gripper.pos,5,95,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.8928559720516205,3.9500012040138293
sim,Simulation,gripper.pos,5,96,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.8928559720516205,3.4339584589004613
sim,Simulation,gripper.pos,5,97,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.8928559720516205,3.8706102418899406
sim,Simulation,gripper.pos,5,98,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.8928559720516205,3.59274158477784
sim,Simulation,gripper.pos,5,99,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.7605379223823547,4.589541101455699
sim,Simulation,gripper.pos,5,100,-9.999832153320312,-9.999832153320312,-3.7377043962478638,-0.7605379223823547,4.589541101455699
real,Real,shoulder_pan.pos,0,0,-10.549450206756593,-7.9340656995773315,-5.01098895072937,-2.153846263885498,0.35164836347103495
real,Real,shoulder_pan.pos,0,1,-10.549450206756593,-7.9340656995773315,-5.01098895072937,-2.153846263885498,0.35164836347103495
real,Real,shoulder_pan.pos,0,2,-10.549450206756593,-7.9340656995773315,-5.1780219078063965,-2.0879122018814087,0.35164836347103495
real,Real,shoulder_pan.pos,0,3,-10.549450206756593,-8.140659093856812,-5.318681240081787,-2.153846263885498,0.35164836347103495
real,Real,shoulder_pan.pos,0,4,-10.391208457946776,-8.303296899795532,-5.464615297317506,-2.1635165929794313,-0.04395604878663267
real,Real,shoulder_pan.pos,0,5,-10.865933704376221,-8.373626232147217,-5.494505405426025,-2.175824284553528,-0.12307692319153915
real,Real,shoulder_pan.pos,0,6,-10.470329761505127,-8.461538553237915,-5.494505405426025,-2.153846263885498,-0.12307692319153915
real,Real,shoulder_pan.pos,0,7,-10.953846168518066,-8.461538553237915,-5.494505405426025,-2.153846263885498,-0.12307692319153915
real,Real,shoulder_pan.pos,0,8,-10.791736309051513,-8.444835348129272,-5.362637281417847,-2.263736367225647,0.5890110135078446
real,Real,shoulder_pan.pos,0,9,-10.874724864959717,-8.439560651779175,-5.318681240081787,-2.263736367225647,0.5802198052406319
real,Real,shoulder_pan.pos,0,10,-10.549450206756593,-8.285714387893677,-5.323076844215393,-2.254945158958435,0.6593406796455383
real,Real,shoulder_pan.pos,0,11,-11.03569190311432,-8.505494356155396,-5.528351557254791,-1.9945055171847343,0.7472527623176575
real,Real,shoulder_pan.pos,0,12,-11.125802181243897,-8.604835367202758,-5.452307605743409,-1.9780219793319702,0.800000017881398
real,Real,shoulder_pan.pos,0,13,-11.331868171691895,-8.395604610443115,-5.369230687618253,-1.8980219891667354,1.5384615659713745
real,Real,shoulder_pan.pos,0,14,-12.400879096984864,-9.428571224212646,-5.331868052482605,-1.5604395866394043,1.459340691566468
real,Real,shoulder_pan.pos,0,15,-13.380219650268554,-8.725274562835693,-5.2791208028793335,-1.4505494832992554,1.6457143115997312
real,Real,shoulder_pan.pos,0,16,-23.600878868103038,-10.591648206710815,-4.910769176483155,-1.3626374006271362,7.760527278900163
real,Real,shoulder_pan.pos,0,17,-32.68896802520752,-12.9006592130661,-4.50901095867157,-0.32967033609747887,15.885538471221937
real,Real,shoulder_pan.pos,0,18,-37.28527519226075,-23.239559936523438,-4.0,3.960879123210907,18.100746795654306
real,Real,shoulder_pan.pos,0,19,-43.37230854034424,-29.938461542129524,-4.435164809226988,7.872088010311127,19.959911613464364
real,Real,shoulder_pan.pos,0,20,-45.08307624816895,-32.43956079483032,-5.740659236907961,10.975824117660522,21.927033309936547
real,Real,shoulder_pan.pos,0,21,-48.80087963104248,-32.92307758331299,-7.959999804496764,14.250988950729374,27.326065546035785
real,Real,shoulder_pan.pos,0,22,-50.639824531555185,-33.67560382843017,-8.2356041431427,15.898901252746581,33.149537292480474
real,Real,shoulder_pan.pos,0,23,-53.30681169128418,-38.003957099914544,-9.26549433708191,16.807911500930786,34.18953874969484
real,Real,shoulder_pan.pos,0,24,-53.3918254852295,-39.95604419708252,-9.112966804504396,16.869449939727783,36.817230728149426
real,Real,shoulder_pan.pos,0,25,-55.85054969787598,-40.021979331970215,-9.97802186012268,17.868131637573242,36.80000152587895
real,Real,shoulder_pan.pos,0,26,-56.4847474822998,-40.259341621398924,-10.08615385055542,18.263736724853516,39.54901234436037
real,Real,shoulder_pan.pos,0,27,-57.12861415481567,-41.02197893142701,-12.193406581878662,18.21977949142456,39.7807480735779
real,Real,shoulder_pan.pos,0,28,-57.29652635192872,-44.74285820007324,-12.73670335769653,18.848352108001713,40.75323118591309
real,Real,shoulder_pan.pos,0,29,-57.55709745407104,-45.40659236907959,-11.956043720245361,20.263736724853516,41.47288042449953
real,Real,shoulder_pan.pos,0,30,-60.457142791748055,-45.50769290924072,-11.828570985794068,19.991209316253663,42.72703201293945
real,Real,shoulder_pan.pos,0,31,-61.11560342788696,-48.49340586662292,-10.916483135223388,21.132967228889477,43.39305375671388
real,Real,shoulder_pan.pos,0,32,-62.62892277526855,-48.77802085876465,-9.955164833068846,24.525713901519772,43.27032928466799
real,Real,shoulder_pan.pos,0,33,-63.41784587097168,-48.7912073135376,-9.758241653442383,24.85714340209961,43.32087955474855
real,Real,shoulder_pan.pos,0,34,-64.67692260742187,-48.72527503967285,-9.794285802841188,25.208351697921756,43.340660095214865
real,Real,shoulder_pan.pos,0,35,-65.22637100219727,-48.70329761505127,-10.068131971359254,25.54835126399994,43.34945144653322
