lag_frames,lag_ms,window_start_s,joint,bias_state_minus_action,mae,rmse,p95_abs_error,max_abs_error,normalized_rmse_by_action_range,within_2_units_rate,within_5_units_rate,window
15,499.9995231628418,0.0,shoulder_lift.pos,2.635451019198035,7.984595850220844,9.534224587027673,17.30915822982788,27.005935668945312,0.06815016701042827,0.12453531598513011,0.3141263940520446,all
15,499.9995231628418,0.0,elbow_flex.pos,3.7365123154837847,6.15371006588732,8.119063836272554,17.133474922180174,25.821044445037842,0.06802117750529958,0.2211895910780669,0.5371747211895911,all
15,499.9995231628418,0.0,wrist_flex.pos,0.8488227780423643,2.2661060170170098,3.729693412172656,8.559874534606932,14.83138656616211,0.07131264437813979,0.6951672862453532,0.8438661710037175,all
15,499.9995231628418,0.0,wrist_roll.pos,-0.07883165494216862,1.5496972661922412,3.732951793066087,9.645437622070313,22.67937469482422,0.10640306658288957,0.8234200743494424,0.9182156133828996,all
15,499.9995231628418,0.0,gripper.pos,2.6364415297942534,4.334745804505721,6.881035533537592,16.551902067661285,23.39951491355896,0.19670323599637332,0.5464684014869888,0.6840148698884758,all
0,0.0,0.9999990463256836,shoulder_pan.pos,-0.21322538582590297,1.3818338397128176,2.0093055176853953,4.601851630210876,9.6521577835083,0.04725537737500385,0.7934990439770554,0.9655831739961759,after_1.0s
0,0.0,0.9999990463256836,shoulder_lift.pos,3.161079607490828,5.002511707193309,6.788731684540644,14.363723611831665,21.09498405456543,0.048525519182747154,0.29636711281070743,0.6481835564053537,after_1.0s
0,0.0,0.9999990463256836,elbow_flex.pos,3.313002511773465,4.447597539504673,5.579633446999373,10.798899841308591,15.125946044921875,0.0467459358328058,0.2925430210325048,0.6309751434034416,after_1.0s
0,0.0,0.9999990463256836,wrist_flex.pos,0.8730932312303474,1.6804460011294422,2.3376129263604453,4.830997848510742,10.864303588867188,0.04632644486966815,0.7055449330783938,0.9541108986615678,after_1.0s
0,0.0,0.9999990463256836,wrist_roll.pos,-0.06922663147089358,1.1289701589434826,2.7227208836815153,5.065368652343747,21.088417053222656,0.07843259664577612,0.887189292543021,0.9483747609942639,after_1.0s
0,0.0,0.9999990463256836,gripper.pos,3.0387986425459954,3.932102541964551,6.460177403469029,16.357646512985227,18.339081048965454,0.18467246596526596,0.5889101338432122,0.6940726577437859,after_1.0s
1,33.33330154418945,0.9999990463256836,shoulder_pan.pos,-0.21459333164710195,1.1873827525253953,1.722905669115269,3.8118838168680647,8.457547187805176,0.040519750161918014,0.8390804597701149,0.9827586206896551,after_1.0s
1,33.33330154418945,0.9999990463256836,shoulder_lift.pos,3.117815401533554,4.541451899427564,6.144254593871346,13.005060577392578,19.243305206298828,0.04391882873166767,0.32375478927203066,0.6800766283524904,after_1.0s
1,33.33330154418945,0.9999990463256836,elbow_flex.pos,3.3643549266788693,4.071768893421381,5.121351628142333,9.734303092956543,13.8326416015625,0.04290646990710892,0.32567049808429116,0.6436781609195402,after_1.0s
1,33.33330154418945,0.9999990463256836,wrist_flex.pos,0.8644323933626957,1.4866674247829395,2.0206736558556617,3.7582117080688477,9.517646789550781,0.04004539231537169,0.7490421455938697,0.975095785440613,after_1.0s
1,33.33330154418945,0.9999990463256836,wrist_roll.pos,-0.07020495769164571,0.9982641812028556,2.376188598295828,4.427757263183586,19.219192504882812,0.0684501459556253,0.8946360153256705,0.9540229885057471,after_1.0s
1,33.33330154418945,0.9999990463256836,gripper.pos,3.0227198896508565,3.800992738583992,6.385623301339443,16.36332502365112,18.339081048965454,0.18254124122820167,0.6091954022988506,0.7068965517241379,after_1.0s
2,66.6666030883789,0.9999990463256836,shoulder_pan.pos,-0.21511099131459696,0.9303274787318913,1.3780041245495116,2.724789619445801,7.378819465637207,0.03240826462513839,0.8829174664107485,0.9865642994241842,after_1.0s
